(NULL, 506, 9926),
(NULL, 252, 29487),
(NULL, 136, 2824),
(NULL, 94, 31837),
(NULL, 972, 8426),
(NULL, 85, 22979),
(NULL, 349, 12673),
(NULL, 54, 25094),
(NULL, 715, 6139),
(NULL, 56, 7260),
(NULL, 57, 14614),
(NULL, 647, 11017),
(NULL, 480, 9117),
(NULL, 897, 21902),
(NULL, 273, 8953),
(NULL, 835, 10450),
(NULL, 770, 211),
(NULL, 787, 2660),
(NULL, 747, 31484),
(NULL, 847, 23883),
(NULL, 207, 259),
(NULL, 527, 28261),
(NULL, 270, 3307),
(NULL, 441, 7420),
(NULL, 111, 17211),
(NULL, 243, 22083),
(NULL, 815, 16330),
(NULL, 392, 1478),
(NULL, 125, 31455),
(NULL, 754, 18509),
(NULL, 141, 15481),
(NULL, 778, 27345),
(NULL, 729, 31731),
(NULL, 681, 3426),
(NULL, 346, 10458),
(NULL, 449, 22504),
(NULL, 95, 23485),
(NULL, 823, 19982),
(NULL, 119, 21544),
(NULL, 171, 32000),
(NULL, 714, 13082),
(NULL, 453, 21217),
(NULL, 631, 28123),
(NULL, 752, 20207),
(NULL, 442, 17524),
(NULL, 850, 23329),
(NULL, 36, 5910),
(NULL, 296, 30739),
(NULL, 926, 15452),
(NULL, 442, 230),
(NULL, 638, 13884),
(NULL, 212, 12339),
(NULL, 500, 24708),
(NULL, 726, 27253),
(NULL, 504, 29512),
(NULL, 914, 12448),
(NULL, 554, 33020),
(NULL, 512, 7294),
(NULL, 500, 25698),
(NULL, 267, 217),
(NULL, 991, 30219),
(NULL, 478, 19621),
(NULL, 755, 8173),
(NULL, 407, 21769),
(NULL, 942, 31541),
(NULL, 274, 28130),
(NULL, 277, 32239),
(NULL, 62, 32215),
(NULL, 886, 28508),
(NULL, 216, 16185),
(NULL, 481, 24198),
(NULL, 272, 27084),
(NULL, 353, 15378),
(NULL, 451, 27024),
(NULL, 160, 1213),
(NULL, 193, 7711),
(NULL, 555, 635),
(NULL, 829, 22585),
(NULL, 908, 7464),
(NULL, 573, 10513),
(NULL, 316, 8846),
(NULL, 145, 10949),
(NULL, 659, 26992),
(NULL, 639, 24774),
(NULL, 786, 16402),
(NULL, 514, 30170),
(NULL, 388, 8242),
(NULL, 107, 17976),
(NULL, 173, 2107),
(NULL, 169, 21734),
(NULL, 457, 18466),
(NULL, 345, 19341),
(NULL, 80, 4694),
(NULL, 38, 23336),
(NULL, 616, 19694),
(NULL, 567, 4122),
(NULL, 403, 24185),
(NULL, 165, 3018),
(NULL, 471, 27897),
(NULL, 185, 25709),
(NULL, 104, 14743),
(NULL, 336, 25096),
(NULL, 791, 13965),
(NULL, 737, 25880),
(NULL, 519, 20027),
(NULL, 581, 10383),
(NULL, 553, 25135),
(NULL, 332, 6233),
(NULL, 887, 12700),
(NULL, 847, 30929),
(NULL, 764, 2653),
(NULL, 280, 14146),
(NULL, 645, 10480),
(NULL, 349, 29259),
(NULL, 403, 32154),
(NULL, 160, 30842),
(NULL, 524, 27277),
(NULL, 87, 32640),
(NULL, 393, 30632),
(NULL, 662, 30008),
(NULL, 167, 27485),
(NULL, 656, 18857),
(NULL, 939, 2721),
(NULL, 43, 22560),
(NULL, 62, 12080),
(NULL, 164, 4564),
(NULL, 762, 5400),
(NULL, 761, 16713),
(NULL, 216, 6694),
(NULL, 989, 23359),
(NULL, 525, 5536),
(NULL, 530, 28507),
(NULL, 827, 24035),
(NULL, 973, 9075),
(NULL, 373, 21863),
(NULL, 638, 32946),
(NULL, 429, 22093),
(NULL, 776, 12825),
(NULL, 926, 23209),
(NULL, 628, 13820),
(NULL, 949, 23517),
(NULL, 456, 15),
(NULL, 518, 9273),
(NULL, 226, 32458),
(NULL, 430, 15759),
(NULL, 711, 3604),
(NULL, 265, 24098),
(NULL, 26, 27242),
(NULL, 447, 15529),
(NULL, 439, 16843),
(NULL, 616, 6127),
(NULL, 286, 16432),
(NULL, 121, 32092),
(NULL, 69, 25441),
(NULL, 583, 25598),
(NULL, 731, 17782),
(NULL, 494, 13548),
(NULL, 21, 14616),
(NULL, 396, 20282),
(NULL, 498, 6214),
(NULL, 615, 6777),
(NULL, 266, 29810),
(NULL, 425, 21252),
(NULL, 715, 25607),
(NULL, 116, 8248),
(NULL, 511, 25472),
(NULL, 849, 1506),
(NULL, 277, 10142),
(NULL, 918, 17172),
(NULL, 56, 6945),
(NULL, 426, 1753),
(NULL, 714, 21925),
(NULL, 52, 7355),
(NULL, 695, 1248),
(NULL, 829, 23329),
(NULL, 723, 25357),
(NULL, 826, 20342),
(NULL, 421, 22466),
(NULL, 785, 2755),
(NULL, 378, 18865),
(NULL, 932, 32776),
(NULL, 168, 30418),
(NULL, 47, 5536),
(NULL, 904, 14158),
(NULL, 748, 19378),
(NULL, 601, 13442),
(NULL, 175, 11465),
(NULL, 647, 32691),
(NULL, 464, 25696),
(NULL, 951, 19340),
(NULL, 336, 5468),
(NULL, 333, 18816),
(NULL, 750, 12635),
(NULL, 516, 1924),
(NULL, 627, 30242),
(NULL, 779, 32251),
(NULL, 743, 22890),
(NULL, 197, 14001),
(NULL, 858, 7128),
(NULL, 317, 25394),
(NULL, 476, 10541),
(NULL, 970, 30224),
(NULL, 667, 13960),
(NULL, 808, 4065),
(NULL, 433, 1817),
(NULL, 895, 14439),
(NULL, 291, 23371),
(NULL, 906, 30681),
(NULL, 271, 10082),
(NULL, 481, 20122),
(NULL, 516, 11522),
(NULL, 744, 7153),
(NULL, 70, 22075),
(NULL, 391, 3449),
(NULL, 154, 9111),
(NULL, 456, 12249),
(NULL, 333, 13138),
(NULL, 103, 11571),
(NULL, 664, 2429),
(NULL, 44, 32712),
(NULL, 813, 20197),
(NULL, 852, 4139),
(NULL, 141, 14049),
(NULL, 662, 26155),
(NULL, 129, 32833),
(NULL, 281, 12605),
(NULL, 165, 22114),
(NULL, 293, 29097),
(NULL, 49, 18622),
(NULL, 794, 5495),
(NULL, 885, 21106),
(NULL, 248, 6845),
(NULL, 33, 24771),
(NULL, 451, 16059),
(NULL, 455, 29625),
(NULL, 6, 21796),
(NULL, 965, 3248),
(NULL, 599, 7775),
(NULL, 182, 17335),
(NULL, 366, 31911),
(NULL, 73, 7032),
(NULL, 328, 20903),
(NULL, 779, 2118),
(NULL, 34, 3664),
(NULL, 498, 12022),
(NULL, 800, 12186),
(NULL, 40, 25656),
(NULL, 494, 10940),
(NULL, 270, 32922),
(NULL, 264, 32457),
(NULL, 365, 20529),
(NULL, 8, 5803),
(NULL, 827, 7333),
(NULL, 138, 11341),
(NULL, 310, 29320),
(NULL, 782, 11178),
(NULL, 841, 30829),
(NULL, 333, 10978),
(NULL, 618, 1520),
(NULL, 516, 14160),
(NULL, 688, 6406),
(NULL, 351, 24785),
(NULL, 740, 25618),
(NULL, 931, 32538),
(NULL, 567, 342),
(NULL, 343, 20795),
(NULL, 153, 1205),
(NULL, 544, 9821),
(NULL, 162, 32307),
(NULL, 389, 31964),
(NULL, 403, 21111),
(NULL, 439, 10557),
(NULL, 720, 29767),
(NULL, 294, 31099),
(NULL, 817, 1046),
(NULL, 122, 18923),
(NULL, 180, 6602),
(NULL, 905, 722),
(NULL, 37, 3753),
(NULL, 381, 5713),
(NULL, 138, 29043),
(NULL, 713, 23119),
(NULL, 407, 17875),
(NULL, 186, 15985),
(NULL, 495, 17526),
(NULL, 744, 7625),
(NULL, 252, 19020),
(NULL, 934, 3247),
(NULL, 31, 11146),
(NULL, 273, 29242),
(NULL, 443, 5493),
(NULL, 351, 15824),
(NULL, 816, 18080),
(NULL, 447, 26272),
(NULL, 652, 8479),
(NULL, 836, 8128),
(NULL, 422, 19253),
(NULL, 618, 4007),
(NULL, 597, 14000),
(NULL, 315, 7973),
(NULL, 451, 7509),
(NULL, 222, 32811),
(NULL, 722, 16149),
(NULL, 912, 7266),
(NULL, 851, 20949),
(NULL, 77, 3887),
(NULL, 352, 1603),
(NULL, 451, 18994),
(NULL, 825, 7846),
(NULL, 989, 18316),
(NULL, 420, 17275),
(NULL, 741, 30641),
(NULL, 699, 10699),
(NULL, 347, 31515),
(NULL, 953, 33060),
(NULL, 272, 8317),
(NULL, 522, 81),
(NULL, 443, 3304),
(NULL, 396, 10351),
(NULL, 862, 28888),
(NULL, 978, 11845),
(NULL, 594, 16040),
(NULL, 81, 2096),
(NULL, 381, 15908),
(NULL, 571, 12488),
(NULL, 507, 3747),
(NULL, 21, 25463),
(NULL, 16, 20320),
(NULL, 574, 8778),
(NULL, 10, 15249),
(NULL, 794, 2089),
(NULL, 723, 31144),
(NULL, 196, 23731),
(NULL, 807, 9982),
(NULL, 135, 26647),
(NULL, 244, 16820),
(NULL, 734, 4138),
(NULL, 665, 22108),
(NULL, 297, 22419),
(NULL, 492, 14158),
(NULL, 845, 17762),
(NULL, 883, 30417),
(NULL, 661, 9206),
(NULL, 365, 14207),
(NULL, 264, 16295),
(NULL, 143, 4371),
(NULL, 319, 16132),
(NULL, 373, 8053),
(NULL, 182, 4386),
(NULL, 392, 7095),
(NULL, 423, 22071),
(NULL, 615, 24762),
(NULL, 139, 23212),
(NULL, 857, 26450),
(NULL, 658, 3665),
(NULL, 138, 12264),
(NULL, 626, 2127),
(NULL, 270, 13585),
(NULL, 942, 13962),
(NULL, 774, 6858),
(NULL, 41, 23002),
(NULL, 854, 29634),
(NULL, 540, 13803),
(NULL, 237, 5759),
(NULL, 233, 18279),
(NULL, 963, 20222),
(NULL, 269, 16038),
(NULL, 821, 17673),
(NULL, 261, 2370),
(NULL, 268, 20142),
(NULL, 848, 3591),
(NULL, 971, 5234),
(NULL, 199, 27435),
(NULL, 559, 17925),
(NULL, 48, 13723),
(NULL, 885, 12207),
(NULL, 935, 23438),
(NULL, 216, 27737),
(NULL, 277, 1915),
(NULL, 54, 3138),
(NULL, 415, 25480),
(NULL, 505, 11380),
(NULL, 260, 13637),
(NULL, 759, 25306),
(NULL, 758, 16476),
(NULL, 159, 25888),
(NULL, 776, 22711),
(NULL, 244, 1548),
(NULL, 27, 17228),
(NULL, 880, 9949),
(NULL, 387, 7809),
(NULL, 977, 7987),
(NULL, 191, 32679),
(NULL, 152, 27910),
(NULL, 353, 33021),
(NULL, 662, 28029),
(NULL, 58, 24810),
(NULL, 343, 30836),
(NULL, 502, 5293),
(NULL, 216, 20758),
(NULL, 485, 13539),
(NULL, 932, 25743),
(NULL, 138, 4043),
(NULL, 383, 660),
(NULL, 41, 8760),
(NULL, 370, 8774),
(NULL, 90, 6063),
(NULL, 985, 26109),
(NULL, 776, 5972),
(NULL, 797, 30404),
(NULL, 206, 29961),
(NULL, 712, 29896),
(NULL, 137, 23583),
(NULL, 288, 22212),
(NULL, 915, 15657),
(NULL, 480, 26474),
(NULL, 760, 19428),
(NULL, 165, 17443),
(NULL, 557, 16435),
(NULL, 8, 16523),
(NULL, 503, 32241),
(NULL, 324, 16858),
(NULL, 359, 23672),
(NULL, 213, 21060),
(NULL, 36, 28907),
(NULL, 616, 20749),
